"year","ind","qout","po","qktemp","pk","qltemp","pl","pz1","pz2","pz3","pz4","pz5","pz6","pz7","pz8","pz9","pz10","pz11","pz12","pz13","pz14","pz15","pz16","pz17","pz18","pz19","pz20","pz21","pz22","pz23","pz24","pz25","pz26","pz27","pz28","pz29","pz30","pz31","pz32","pz33","pz34","pz35","pn","pe","pm","pma","pmm","pmn","pms","pta","pwp","pos","pfm","pmc","peq","qc1","qc2","qc3","qc4","qc5","qc6","qc7","qc8","qc9","qc10","qc11","qc12","qc13","qc14","qc15","qc16","qc17","qc18","qc19","qc20","qc21","qc22","qc23","qc24","qc25","qc26","qc27","qc28","qc29","qc30","qc31","qc32","qc33","qc34","qc35","qcn","qe","qm","qma","qmm","qmn","qms","qta","qwp","qos","qfm","qmc","qeq"
1975,31,96991.2,0.280799,4460.41,0.914009,8921.89,0.2958,0.663968,0.570633,1.02825,0.372801,0.468913,0.376409,0.557003,0.211438,0.552627,0.518965,0.370876,0.428948,0.411756,0.327154,0.391202,0.451352,0.485757,0.370152,0.41921,0.489582,0.47411,0.986752,0.935734,0.402808,0.407694,0.477411,0.394401,0.439416,0.492305,0.338612,0.28615,0.458793,0.339221,0.313127,0.300243,0.433508,0.34979,0.401223,0.393509,0.633134,0.429538,0.361844,0.537718,0.371877,0.363979,0.477266,0.957385,0.446286,10.175,0,14.055,24517.4,9.241,529.053,0.118,0.005,8.881,1.071,194.47,0.816,23.164,15.451,42.784,404.265,38.548,0.773,107.464,89.638,221.894,51.852,65.842,8.545,9.6,21.805,13.562,389.396,48.45,301.625,32697.6,549.958,556.319,1143.95,182.119,13.967,53733.8,4295.69,253.209,441.659,209.979,2915.41,10.693,234.128,232.395,312.377,117.796,39.809
1976,31,95983.4,0.348905,4510.28,1.10529,9890.34,0.336,0.681724,0.637958,1.03628,0.411166,0.479499,0.394548,0.543793,0.226388,0.588926,0.55509,0.426009,0.446698,0.431472,0.349432,0.40865,0.480834,0.513649,0.40191,0.451208,0.50961,0.49232,1.02866,0.974061,0.424877,0.438134,0.510214,0.410474,0.459438,0.511346,0.368833,0.34373,0.480812,0.364712,0.337225,0.341192,0.433508,0.403029,0.426596,0.441116,0.659657,0.456041,0.385856,0.573786,0.421048,0.399804,0.495951,0.997241,0.47622,12.804,0,13.381,25054.2,10.853,588.944,0.154,0,10.781,1.293,229.411,0.938,29.137,18.124,52.828,510.109,46.508,0.96,125.66,109.111,263.942,58.085,81.313,11.194,9.947,24.852,16.31,477.812,59.472,285.01,36052.4,601.437,652.03,1309.73,208.32,16.145,57211.8,4975.96,302.236,524.963,250.142,3360.5,12.989,278.009,271.35,374.126,139.338,45.765
1977,31,96410.6,0.427038,4540.64,1.38106,11003.9,0.3666,0.672355,0.678337,1.05882,0.465809,0.49286,0.42601,0.567309,0.247876,0.605032,0.591879,0.489159,0.476283,0.446958,0.373683,0.428499,0.53622,0.54317,0.442272,0.488112,0.547787,0.526323,1.07305,0.996193,0.457193,0.472501,0.534942,0.44367,0.501276,0.521199,0.406172,0.409504,0.504749,0.395773,0.361822,0.359722,0.433508,0.469443,0.456992,0.492239,0.695393,0.48694,0.412895,0.593799,0.476412,0.415499,0.531055,1.02841,0.505052,17.156,0,10.058,24513,12.525,617.448,0.192,0,12.718,1.608,267.081,1.13,34.191,21.987,63.916,608.419,60.484,1.076,147.481,120.554,310.112,64.681,100.094,13.25,11.418,28.452,19.929,567.767,72.705,245.805,39918.1,722.136,755.453,1541.74,249.056,46.264,60074.8,5829.97,356.428,611.236,302.384,4004.58,15.364,324.679,355.093,431.701,164.447,52.812
1978,31,100065,0.471198,4662.08,1.44429,11568.4,0.3941,0.776969,0.764361,1.1638,0.504362,0.531218,0.474188,0.615957,0.272703,0.629162,0.615652,0.565137,0.51328,0.468066,0.400811,0.444903,0.570243,0.572433,0.492588,0.539666,0.591994,0.570768,1.13265,1.0509,0.492102,0.50339,0.572388,0.491666,0.539413,0.532277,0.438666,0.449914,0.537803,0.434214,0.388279,0.390632,0.500704,0.512448,0.495039,0.558878,0.745089,0.526062,0.444572,0.619735,0.542863,0.447914,0.575325,1.08516,0.54062,17.543,0,11.037,27512.4,12.874,580.326,0.182,0,14.012,1.606,270.23,0.982,38.114,23.068,71.312,600.051,64.565,1.119,157.601,131.483,333.445,69.768,100.831,13.605,13.322,33.25,20.524,674.845,81.66,248.85,41006.4,758.664,803.997,1676.34,236.604,48.831,63986.5,6197.89,365.742,651.702,324.425,4346.58,16.71,332.141,357.973,466.097,170.469,59.992
1979,31,107621,0.553539,4872.07,1.62665,11919.6,0.426,0.847296,0.96761,1.26378,0.680123,0.59592,0.530438,0.674838,0.2989,0.663325,0.650272,0.615797,0.556468,0.527473,0.437269,0.506867,0.768983,0.635427,0.599618,0.594832,0.678285,0.62565,1.20032,1.10403,0.534089,0.554662,0.601173,0.563572,0.592423,0.536523,0.47577,0.519679,0.581896,0.457264,0.422524,0.417287,0.603633,0.633924,0.538304,0.6101,0.809188,0.586148,0.480564,0.658397,0.593601,0.479879,0.638814,1.14427,0.57748,21.688,0,14.128,27882.4,13.789,545.589,0.166,0,17.141,1.821,306.712,0.897,45.365,26.428,81.128,643.469,73.107,1.119,176.122,150.59,397.265,85.132,123.75,14.142,16.278,38.61,22.838,750.521,103.276,278.744,44532.5,856.387,958.173,2019.01,258.965,52.481,67439.2,7092.67,420.536,777.686,364.116,5055.15,20.087,378.8,406.669,548.974,208.7,68.908
1980,31,109864,0.697096,5082.34,1.94269,11491.9,0.4698,0.91445,1.17358,1.30933,1.0256,0.716361,0.588653,0.725963,0.334094,0.728104,0.700179,0.597403,0.601492,0.599028,0.481522,0.615587,1.15319,0.708619,0.610888,0.663944,0.740521,0.683145,1.28367,1.17692,0.589752,0.616335,0.673887,0.69151,0.689841,0.553882,0.554449,0.644033,0.636126,0.487893,0.466291,0.443775,0.85648,0.86397,0.590689,0.613069,0.877106,0.670718,0.531269,0.71878,0.590136,0.530357,0.697493,1.22151,0.644363,20.503,0,15.974,28147.7,12.838,438.357,0.139,0,18.239,2.059,341.031,0.851,48.211,27.081,74.852,539.075,73.897,1.21,174.12,145.537,423.579,95.214,133.666,12.931,15.151,41.894,22.355,706.594,120.594,272.869,42510.3,877.978,1022.71,2179.47,249.778,41.312,66021.2,7234.43,457.495,823.017,355.895,5221.85,21.51,417.133,401.659,569.38,228.846,70.141
1981,31,110254,0.824783,5286.82,1.83207,9631.45,0.5194,0.866117,1.0655,1.4045,1.34206,0.794407,0.633137,0.755338,0.366005,0.792342,0.754861,0.606236,0.645382,0.648448,0.526914,0.678025,1.36937,0.755958,0.650212,0.718907,0.784543,0.740425,1.3637,1.23665,0.670238,0.688826,0.725104,0.70029,0.768883,0.605793,0.637638,0.754729,0.678884,0.523421,0.512524,0.50757,1.04459,1.07597,0.639791,0.627874,0.938424,0.723736,0.581005,0.780702,0.606034,0.603922,0.751254,1.28974,0.704919,24.894,0,15.011,32002,10.107,274.871,0.093,0,16.947,1.975,324.614,0.634,46.425,23.63,72.297,349.129,72.415,1.083,152.699,142.055,388.967,86.88,119.118,10.941,9.133,36.109,22.474,659.783,113.953,225.02,37736.9,809.38,926.891,2026.65,198.442,29.605,66984,6525.1,441.189,751.304,327.889,4787.07,20.011,395.617,332.294,531.709,206.078,56.47
1982,31,106298,0.974582,5506.44,2.00323,8532.1,0.5836,0.88707,0.947014,1.44857,1.3417,0.790022,0.656784,0.757181,0.433036,0.796608,0.786287,0.593625,0.681721,0.657843,0.561471,0.683763,1.30525,0.78551,0.659048,0.754366,0.774354,0.771056,1.40928,1.27248,0.713629,0.75046,0.76149,0.706426,0.777062,0.667448,0.702665,0.880418,0.698333,0.550492,0.556078,0.557777,0.882224,1.14334,0.66729,0.622918,0.967076,0.748272,0.611468,0.787951,0.598825,0.63833,0.771774,1.32971,0.745886,30.821,0,18.475,36646.2,10.597,271.424,0.077,0,20.12,2.452,401.132,0.689,56.448,27.681,82.808,338.905,89.212,1.29,170.746,133.705,454.766,111.445,141.747,13.842,7.638,47.272,28.59,765.494,129.746,237.788,37174.8,959.958,1081.28,2359.9,205.392,39.781,72186.5,7570.94,541.76,871.927,379.638,5575.08,23.867,486.399,370.119,588.495,253.76,69.189
1983,31,93612.7,1.11208,5584.57,1.73865,4637.79,0.6166,0.894688,0.995695,1.38048,1.24426,0.797182,0.66954,0.771198,0.475944,0.80315,0.793014,0.621619,0.701164,0.653137,0.586118,0.678134,1.19763,0.792438,0.67244,0.770332,0.781757,0.77738,1.37579,1.26978,0.72646,0.784995,0.785124,0.722546,0.770573,0.710485,0.729419,0.985107,0.722868,0.599863,0.592155,0.579085,0.853684,1.13609,0.691847,0.645334,0.968702,0.757202,0.641261,0.794858,0.622849,0.662686,0.778348,1.31375,0.768221,38.368,0,24.005,45070.4,12.529,132.401,0,0,28.473,3.308,588.741,0.364,79.922,31.577,111.133,248.554,123.28,1.617,220.575,181.111,582.982,130.222,177.597,18.506,8.347,50.84,38.255,897.41,152.169,228.596,29172.8,1112.04,1171.46,2948.92,185.921,39.975,75095.4,8991.39,771.446,1093.59,502.64,6540.58,33.437,701.512,377.107,764.162,308.025,77.988
1984,31,93446.6,1.10774,5592.3,1.88456,4139.72,0.6577,0.905496,0.886588,1.36214,1.23316,0.808423,0.691739,0.797879,0.512983,0.829775,0.806927,0.621168,0.723741,0.701334,0.619668,0.697742,1.16019,0.813907,0.699132,0.794009,0.79862,0.796326,1.31746,1.25403,0.740479,0.810663,0.804113,0.722689,0.79455,0.773355,0.771058,0.993844,0.742495,0.62521,0.624816,0.601802,0.693009,1.13276,0.713949,0.653132,0.972338,0.777451,0.668172,0.820194,0.629593,0.677829,0.796782,1.27996,0.786436,37.211,0,26.153,44774.3,13.398,160.968,0,0,29.396,3.44,557.326,0.522,78.091,31.304,105.297,282.774,128.759,1.699,211.469,183.873,545.623,149.406,201.971,19.664,3.749,50.706,37.713,871.686,136.866,231.804,28288.8,1004.02,1184.36,3012.13,181.377,55.399,74041.4,8939.29,739.187,1120.83,494.259,6456.37,34.572,668.268,373.828,729.608,351.662,74.225
1985,31,86414.9,1.0767,5692.03,1.78388,4000.38,0.6788,0.839484,0.800083,1.34056,1.16294,0.827033,0.709656,0.780689,0.54837,0.827337,0.818586,0.615722,0.746474,0.700891,0.648687,0.70393,1.11346,0.811321,0.705767,0.811827,0.777293,0.807839,1.27269,1.22292,0.756309,0.818261,0.808224,0.718554,0.80683,0.809352,0.80138,0.981818,0.76424,0.663234,0.653281,0.636268,0.690949,1.08523,0.732609,0.646533,0.963238,0.785867,0.695183,0.819645,0.626385,0.707234,0.800099,1.24295,0.793594,43.011,0,23.536,42139.7,12.691,153.129,0,0,24.32,3.045,519.211,0.354,73.542,29.5,100.423,247.362,126.457,1.366,196.228,170.579,519.995,151.008,188.085,14.577,3.05,46.002,31.323,814.332,122.258,210.798,24878.6,1012.46,1153.04,2874.72,164.967,54.347,68103.8,8551.82,696.515,1064.7,465.211,6207,28.766,623.634,341.42,690.742,339.673,63.888
1986,31,75580.4,0.957833,5790.65,1.5121,3867.59,0.7171,0.80837,0.789836,1.26682,0.767553,0.825428,0.735677,0.79278,0.592638,0.841361,0.837005,0.629679,0.765059,0.713533,0.673138,0.70021,0.762246,0.81739,0.740887,0.830429,0.784962,0.81279,1.24714,1.2194,0.7957,0.810475,0.828762,0.74654,0.8068,0.850238,0.811717,0.904668,0.755583,0.695928,0.678669,0.654062,0.847487,0.80379,0.748613,0.657822,0.964157,0.796327,0.714294,0.835025,0.640655,0.755698,0.805721,1.22995,0.817585,43.586,0,21.41,46227.6,10.682,122.94,0,0,20.423,2.372,459.968,0.149,65.485,25.331,86.197,171.59,111.295,0.968,166.567,143.752,435.746,117.976,165.002,13.912,1.958,35.039,25.068,801.801,100.161,185.972,21537,814.195,1037.03,2524.05,142.884,47.701,68767.7,7465.98,621.204,888.903,398.303,5482.08,23.814,551.815,289.854,579.617,283.211,50.999
1987,31,70278.1,0.884313,5854.59,1.35743,3277.59,0.7498,0.842669,0.916293,1.22958,0.799068,0.86079,0.762975,0.807585,0.644889,0.864528,0.856924,0.659645,0.785619,0.757642,0.698988,0.722875,0.804814,0.824294,0.788292,0.835131,0.82981,0.824291,1.21482,1.22452,0.821949,0.811314,0.857627,0.78956,0.819322,0.858721,0.811931,0.856275,0.789673,0.729115,0.711269,0.671002,0.761439,0.810569,0.774218,0.689031,0.974697,0.808755,0.742497,0.859146,0.67196,0.751203,0.825225,1.21852,0.844401,39.089,0,19.258,39398.2,9.611,98.61,0,0,14.89,2.466,461.301,0.479,52.587,22.7,79.174,183.675,105.98,1.291,168.776,129.204,426.255,129.355,146.915,15.102,2.534,31.267,27.273,653.387,82.156,154.475,16997.4,921.553,930.119,2309.39,120.278,50.025,57161.3,6987.66,594.056,858.626,389.919,5081.73,18.628,536.311,252.058,555.694,276.601,48.891
1988,31,71788.7,0.867349,5964.06,1.40745,4272.08,0.7936,0.941215,1.07648,1.17594,0.744466,0.870211,0.791601,0.844178,0.719745,0.907795,0.885899,0.694361,0.824096,0.834654,0.734292,0.79629,0.777394,0.868871,0.85761,0.849237,0.961676,0.870685,1.22086,1.25764,0.842754,0.826162,0.879726,0.835944,0.86101,0.864482,0.825701,0.849946,0.823418,0.76141,0.748721,0.718962,0.849513,0.771103,0.813035,0.732108,1.02481,0.845153,0.779028,0.902547,0.710987,0.793037,0.891278,1.23876,0.865807,40.904,0,20.375,39346.6,10.792,101.983,0,0,15.885,2.329,480.926,0.359,57.596,23.195,81.583,191.245,115.323,1.463,182.404,139.007,470.641,154.677,166.416,15.53,1.363,34.374,29.208,681.876,90.002,164.125,17331.5,948.168,986.862,2592.99,128.631,50.682,57490.6,7564.54,622.277,962.169,418.712,5486.34,19.653,561.666,269.018,609.753,321.395,51.344
1989,31,70177.5,0.895555,6102.87,1.35888,4385.81,0.7798,0.93666,1.08025,1.16396,0.840557,0.919209,0.823211,0.882157,0.811612,0.926919,0.910934,0.738016,0.854889,0.885828,0.77311,0.843818,0.867402,0.898562,0.887931,0.865616,1.0021,0.910028,1.2279,1.27116,0.863905,0.860642,0.905845,0.871906,0.90354,0.881939,0.851091,0.876491,0.848223,0.790345,0.78237,0.751198,0.809358,0.845523,0.844942,0.772462,1.05472,0.873439,0.810447,0.923205,0.755227,0.806444,0.930856,1.2492,0.89041,34.993,0,20.278,37009.9,10.146,94.534,0,0,15.03,2.3,430.339,0.42,54.044,21.758,73.442,175.61,108.131,1.264,168.161,128.423,428.342,135.345,156.672,14.591,0.185,27.23,25.231,622.24,80.638,153.025,15728.4,809.888,927.138,2529.76,123.234,50.996,53459.1,7022.74,559.998,873.477,384.712,5140.52,18.576,506.67,254.159,557.009,292.463,42.037
1990,31,64645.8,0.912417,6223.74,1.17736,3889.91,0.8243,0.93469,1.05234,1.16038,0.942657,0.945861,0.849049,0.911335,0.914321,0.943198,0.938091,0.748631,0.88106,0.88177,0.805724,0.851167,1.03758,0.907711,0.923321,0.876934,0.96195,0.925754,1.22379,1.25069,0.878608,0.884513,0.929398,0.901445,0.936014,0.899277,0.874692,0.895464,0.886641,0.825686,0.823355,0.775759,0.922421,0.922773,0.874654,0.781958,1.05313,0.885016,0.84899,0.942213,0.765187,0.847117,0.933732,1.23635,0.910887,32.66,0,18.47,32603.1,9.261,70.881,0,0,13.254,2.187,379.625,0.221,48.425,18.056,68.723,160.913,98.162,1.162,150.707,114.737,385.86,127.539,145.921,12.312,0.115,23.369,23.861,541.615,69.794,134.372,13297.4,763.352,822.117,2255.16,104.159,47.049,46541,6291.81,495.928,796.484,350.307,4601.17,16.584,446.482,220.707,500.767,273.855,35.831
1991,31,62665,0.910574,6328.94,1.15666,4004.43,0.8608,0.91697,0.935483,1.14673,0.851258,0.933031,0.857142,0.914952,1.0294,0.954969,0.956371,0.763132,0.897748,0.866148,0.837728,0.873024,0.945822,0.928985,0.928326,0.894112,0.926852,0.93566,1.20616,1.23806,0.910232,0.9068,0.947302,0.921657,0.931718,0.915815,0.920504,0.912755,0.908405,0.85189,0.858125,0.85501,0.958385,0.862877,0.89585,0.791954,1.04883,0.90369,0.876123,0.954437,0.777113,0.897509,0.933454,1.22145,0.933684,32.703,0,17.29,33524.3,9.687,53.947,0,0,10.921,2.133,389.364,0.257,48.919,16.866,71.124,153.091,98.936,1.027,150.706,114.769,399.227,127.77,154.773,13.134,0.181,22.409,24.758,542.559,68.121,132.418,12906,815.769,877.158,2187.82,103.118,46.329,47056.9,6350.72,501.642,819,354.775,4641.1,14.063,455.361,217.217,514.128,283.047,35.715
1992,31,64765.6,0.915688,6491.6,1.09476,4218.13,0.8994,0.901965,0.930336,1.12172,0.846408,0.9532,0.868105,0.916295,1.13135,0.961461,0.972933,0.835758,0.907921,0.86667,0.862399,0.879228,0.91717,0.934967,0.942402,0.89774,0.908366,0.939038,1.16903,1.21645,0.929476,0.928166,0.96405,0.949256,0.931798,0.926065,0.943247,0.924585,0.919645,0.876778,0.892882,0.886493,0.943073,0.862557,0.916824,0.848457,1.03858,0.91061,0.899958,0.962968,0.840394,0.912417,0.931947,1.19281,0.951382,31.927,0,17.81,35588.4,9.259,49.628,0,0,15.059,2.914,395.609,0.234,47.033,16.89,69.274,159.529,104.223,1.115,149.529,115.404,400.816,141.184,165.622,13.564,0.776,24.937,24.739,548.775,64.319,129.787,13135.7,780.65,879.985,2205.78,100.781,45.462,49337.1,6379.11,510.733,852.218,356.795,4624.77,19.071,459.514,210.189,516.35,307.274,39.278
1993,31,65450.4,0.954565,6697.52,1.0858,4214.52,0.9348,0.965338,0.880431,1.05754,0.857093,0.944123,0.901198,0.929227,1.07898,0.958295,0.979512,0.971051,0.925679,0.854478,0.88903,0.887845,0.887012,0.944067,0.956655,0.916806,0.895707,0.944195,1.13281,1.20307,0.949563,0.95345,0.981484,0.959615,0.94708,0.940703,0.958926,0.95487,0.939893,0.920437,0.917017,0.908765,0.946211,0.878163,0.943983,0.956913,1.0312,0.923397,0.925718,0.962447,0.956479,0.928217,0.933087,1.16872,0.970122,30.561,0,16.922,37721.2,9.357,57.234,0,0,13.837,3.015,383.332,0.352,46.26,16.346,70.752,166.412,106.769,1.2,150.23,118.38,402.182,159.457,172.449,13.618,2.282,20.384,24.245,567.486,66.739,129.072,13252.6,764.836,876.682,2143.86,97.549,44.693,51555.8,6345.9,494.803,881.488,361.108,4561.79,18.038,446.033,208.701,520.608,332.076,36.195
